 ,Label,Area,Mean,Min,Max,%Area
1,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0081-0093,3386,0.05,0,85,0
2,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0114-0066,1857,0.01,0,19,0
3,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0145-0040,1780,0.11,0,85,0
4,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0100-0186,1957,0.04,0,85,0
5,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0065-0135,1296,0,0,0,0
6,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0040-0187,3064,0.03,0,85,0
7,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0078-0246,2572,0.37,0,85,0
8,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0044-0293,3927,0.18,0,85,0
9,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0106-0301,2841,0.42,0,85,0
10,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0141-0330,2066,0.04,0,75,0
11,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0169-0284,1458,0.12,0,85,0
12,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0852-0052,1736,0,0,0,0
13,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0730-0098,4674,0.03,0,85,0
14,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0137-0691,3528,0.54,0,85,0
15,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0063-0737,2273,0.18,0,85,0
16,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0093-0715,1944,0.2,0,85,0
17,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0101-0805,1473,0.7,0,85,0
18,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0127-0784,879,0.45,0,85,0
19,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0067-0764,2482,0.34,0,85,0
20,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0139-0762,933,1.27,0,85,0
21,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0206-0859,5151,0.36,0,85,0
22,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0859-0675,3409,0.07,0,85,0
23,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0784-0631,3458,0.12,0,85,0
24,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0783-0798,2994,0.14,0,85,0
25,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0794-0730,3174,0.03,0,85,0
26,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0731-0966,2275,0.27,0,85,0
27,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0796-0983,5187,0.83,0,85,0
28,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0729-0842,1129,0.78,0,85,0
29,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0766-0906,2321,1.58,0,85,0
30,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0735-0889,487,0.95,0,85,0
31,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0593-1209,1914,7.36,0,85,0
32,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0754-1056,2158,0.34,0,85,0
33,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0842-1049,4290,0.04,0,85,0
34,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0744-1116,1264,1.46,0,85,0
35,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0682-1218,1755,0.6,0,85,0
36,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0682-1185,961,0.7,0,85,0
37,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0312-0705,1870,0.56,0,85,0
38,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0303-0782,1563,0.35,0,85,0
39,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0288-0784,1546,0.29,0,85,0
40,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0264-0730,1526,0.31,0,85,0
41,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0123-0902,1604,0.13,0,85,0
42,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0141-0984,2463,0,0,0,0
43,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0069-0963,3058,0.06,0,85,0
44,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0097-0941,2605,0.07,0,85,0
45,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0050-0985,1202,0,0,0,0
46,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0380-1011,5342,0.53,0,85,0
47,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0304-1010,1931,0.25,0,85,0
48,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0220-1041,1991,1.12,0,85,0
49,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0197-0987,3622,0.51,0,85,0
50,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0200-1184,3010,0.15,0,85,0
51,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0116-1183,1753,0.36,0,85,0
52,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0060-1055,3769,0.13,0,85,0
53,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0055-1208,2426,0.07,0,85,0
54,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0115-1227,2782,0.06,0,85,0
55,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0099-1133,2318,0.12,0,68,0
56,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0051-1147,3352,7.16E-03,0,24,0
57,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0213-1236,1629,0.3,0,85,0
58,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0316-1234,2629,0.09,0,85,0
59,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0421-1220,2598,0.04,0,85,0
60,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0404-1253,1431,0.06,0,85,0
61,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0145-1244,1204,0.22,0,85,0
62,4T1_Raw_2-1_0h_03 - Red Light_11.tif:0650-1238,2653,0.21,0,85,0
